# Time [sec]	CtrlParams2.Idq_ref_A.value[1]	CtrlParams2.Idq_in_A.value[1]	CtrlParams2.Vdq_out_V.value[1]	CtrlParams2.VqErrInt	CtrlParams2.SpeedFed_Hz	gEscParams2.InPWMCtrl.CanReciWidthus
189.938	-1.73473	-1.73473	-1.68966	-1.68966	-1.68966	-1.68966
189.954	-2.14434	-2.14434	-2.14434	0.676785	0.676785	1300
189.969	-2.14019	-1.94847	-1.94847	-1.94847	-1.94847	1300
189.985	1300	1300	1300	0.67612	-468.858	-468.858
190	-468.858	-468.858	-468.858	-468.858	-468.858	1300
190.016	-2.29802	-2.29802	-2.29802	-2.29802	-2.29802	-2.29802
190.032	-2.29802	-2.29802	-2.29802	0.685172	0.685172	1300
190.047	-2.09948	-2.09948	-2.09948	-2.09948	-2.09948	1300
190.063	0	0	0	0	-451.274	-451.274
190.079	0	0	-1.70956	-1.70956	-1.70956	-1.70956
190.094	-1.70956	-1.70956	-1.70956	0.684734	0.684734	0.684734
190.11	0.684734	0.684734	-1.69637	-1.69637	-1.69637	-1.69637
190.125	-1.69637	-1.69637	-1.69637	0.686206	0.686206	0.686206
190.141	-1.73945	-1.66756	-1.66756	-1.66756	-453.707	-453.707
190.157	-453.707	-453.707	-453.707	-453.707	-486.805	-486.805
190.172	-486.805	-1.80593	-1.75218	-1.75218	-1.75218	-1.75218
190.188	-1.75218	-1.75218	-1.75218	-1.75218	-472.24	-472.24
190.204	-472.24	-472.24	-472.24	-472.24	-472.24	-472.24
190.219	-472.24	-472.24	-1.68675	-1.68675	-1.68675	-1.68675
190.235	-1.68675	-1.68675	-1.68675	-1.68675	-1.68675	1300
190.25	1300	-2.02602	-2.02602	-2.02602	-2.02602	1300
190.266	1300	1300	-1.73146	-1.73146	-442.842	-442.842
190.282	-442.842	-442.842	-442.842	-442.842	-489.923	-489.923
190.297	-489.923	-2.01096	-1.74273	-1.74273	-1.74273	-1.74273
190.313	-1.74273	-1.74273	-1.74273	0.687113	0.687113	0.687113
190.329	0.687113	-1.82096	-1.75327	-1.75327	-1.75327	-1.75327
190.344	-1.75327	-1.75327	-1.69016	-1.69016	-1.69016	-1.69016
190.36	-1.89376	-1.89376	-1.89376	0.687777	0.687777	1300
190.375	-1.32192	-1.32192	-1.32192	-1.32192	-1.32192	1300
190.391	-1.39098	-1.39098	-1.39098	0.682844	0.682844	0.682844
190.407	0.682844	-1.63014	-1.63014	-1.63014	-1.63014	-1.63014
190.422	-1.63014	-1.63014	-1.63014	0.675208	0.675208	1300
190.438	1300	-1.8634	-1.8634	-1.8634	-1.8634	-1.8634
190.454	-1.8634	-1.8634	-1.8634	-1.8634	-1.8634	-1.8634
190.469	-1.36294	-1.36294	-1.36294	-1.36294	-1.36294	1300
190.485	1300	1300	1300	1300	1300	1300
190.5	1300	1300	1300	1300	1300	1300
190.516	1300	1300	1300	0.687321	0.687321	0.687321
190.532	-1.4054	-1.4054	-1.4054	-1.4054	-1.4054	-1.4054
190.547	-1.4054	-1.4054	-1.6981	-1.6981	-1.6981	1300
190.563	-1.3703	-1.3703	-1.3703	-1.3703	-470.99	-470.99
190.579	-1.43646	-1.43646	-1.43646	0.687369	0.687369	1300
190.594	1300	-1.83216	-1.75035	-1.75035	-1.75035	-1.75035
190.61	-1.75035	-1.75035	-1.75035	-1.75035	-1.75035	-1.75035
190.625	-1.75035	-1.75035	-1.75035	0.68679	-479.315	-479.315
190.641	-479.315	-479.315	-479.315	-479.315	-479.315	1300
190.657	1300	1300	1300	1300	1300	1300
190.672	-1.79373	-1.79373	-1.79373	-1.79373	-442.521	-442.521
190.688	-442.521	-442.521	-1.72476	-1.72476	-1.72476	-1.72476
190.704	-1.69709	-1.69709	-1.69709	-1.69709	-481.752	1300
190.719	1300	-1.71498	-1.7446	0.679691	0.679691	0.679691
190.735	0.679691	0.679691	-1.71665	-1.71665	-1.71665	-1.71665
190.75	-1.71665	-1.71665	-1.71665	-1.71665	-1.71665	1300
190.766	1300	-2.08281	-2.08281	0.6838	0.6838	0.6838
190.782	0.6838	0.6838	-1.75217	-1.75217	-452.643	-452.643
190.797	-452.643	-452.643	-1.68853	0.681419	0.681419	0.681419
190.813	-2.28381	-2.28381	-2.28381	0.681189	-477.102	-477.102
190.829	-1.46731	-1.46731	-1.46731	-1.46731	-457.05	1300
190.844	1300	1300	1300	0.680284	0.680284	1300
190.86	1300	1300	1300	1300	1300	1300
190.875	-2.09521	-2.09521	-1.72482	-1.72482	-1.72482	-1.72482
190.891	-1.72482	-2.12901	-2.12901	-2.12901	-2.12901	-2.12901
190.907	-2.12901	-2.12901	-2.12901	-2.12901	-2.12901	-2.12901
190.922	-2.12901	-2.12901	-2.12901	-2.12901	-2.12901	1300
190.938	1300	1300	1300	1300	1300	1300
190.954	1300	1300	1300	0.68784	0.68784	0.68784
190.969	0.68784	-1.75471	-1.75471	-1.75471	-1.75471	-1.75471
190.985	-1.20711	-1.20711	-1.20711	0.691789	0.691789	1300
191	-2.28022	-2.28022	-2.28022	-2.28022	-487.224	1300
191.016	1300	1300	1300	1300	1300	1300
191.032	1300	1300	1300	1300	1300	1300
191.047	0	0	0	0	0	1300
191.063	0	0	0	0	0	0
191.079	0	0	0	0	0	0
191.094	0	0	0	0	0	0
191.11	-1.76494	-1.76494	-1.76494	-1.76494	-488.983	1300
191.125	-2.34795	-2.34795	-2.34795	0.674505	0.674505	1300
191.141	1300	1300	1300	1300	-448.435	-448.435
191.157	-448.435	-448.435	-1.73786	-1.73786	3.44757e+019	-1.73786
