I0,I1,I2
-0.037842,0.100098,1.051270
-0.074951,0.105713,1.020752
-0.044434,0.033447,0.956055
-0.085938,0.058594,0.976074
-0.050781,0.111572,1.022217
-0.008789,0.087158,0.961670
-0.031494,0.053711,0.951416
-0.028809,0.109619,1.013428
-0.004395,0.115234,0.966309
-0.053955,0.124756,0.948975
-0.041504,0.105225,0.979492
-0.090576,0.102783,0.997803
-0.014160,0.080811,0.956787
-0.033691,0.095703,0.950684
-0.086182,0.072510,0.962891
-0.007324,0.063965,1.015625
-0.005615,0.107178,0.995850
-0.003662,0.071289,0.953125
-0.012939,0.047607,0.978027
-0.029541,0.083740,1.017578
-0.043701,0.097900,1.020508
-0.042236,0.099121,1.007324
-0.045166,0.092529,1.013916
-0.069336,0.117188,1.036621
-0.022949,0.061035,1.008301
-0.052246,0.043213,0.976563
-0.070557,0.095947,1.009033
0.013184,0.050537,0.978760
-0.018311,0.039063,0.974609
-0.072510,0.100830,1.024170
-0.047119,0.128906,1.033936
-0.028320,0.080322,0.995117
-0.049316,0.037109,0.971436
-0.120850,0.124268,1.003418
-0.020508,0.068848,0.958496
-0.037109,0.053223,0.957275
-0.076172,0.117188,0.989258
-0.078125,0.101563,0.968262
0.008545,0.155762,1.042725
-0.020996,0.127930,0.971924
-0.039795,0.061523,0.952637
-0.047119,0.072266,0.958252
-0.055908,0.120605,1.003418
-0.067627,0.116211,1.005127
0.000977,0.113770,1.026123
-0.013672,0.113770,0.994141
-0.032471,0.075439,0.973633
-0.076416,0.030762,0.963379
-0.042236,0.046387,0.984375
-0.008789,0.147217,1.024658
-0.011230,0.114502,1.015869
-0.065186,-0.009766,0.965332
-0.137451,0.114502,1.032959
-0.022949,0.096924,1.009521
0.010498,0.061035,0.998291
-0.077637,0.098389,1.004883
-0.081543,0.041260,0.978760
-0.007324,0.089111,1.049072
-0.022217,0.074219,0.997559
-0.058838,0.058350,0.955322
-0.026123,0.121826,1.024170
-0.061523,0.060547,1.008301
-0.027832,0.041992,0.982422
-0.023193,0.111572,0.976074
-0.111816,0.032715,0.929199
-0.086670,0.015381,0.972656
-0.045410,0.149414,1.031250
-0.038574,0.129639,0.963379
